configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618064,1.806
1,50%,xz,-3,1,2618064,1.795
10,100%,xz,-9,1,2426816,2.939
11,50%,lzma,-6,16,2426397,2.923
12,75%,xz,-3,32,2618064,1.831
13,50%,lzma,-3,16,2617615,1.789
14,50%,lzma,-6,32,2426397,2.972
15,50%,xz,-6,32,2426816,2.944
16,75%,lzma,-3,16,2617615,1.811
17,75%,lzma,-6,32,2426397,2.958
18,100%,lzma,-6,1,2426397,2.93
19,75%,lzma,-3,1,2617615,1.801
2,75%,xz,-9,16,2426816,2.937
20,75%,lzma,-6,1,2426397,2.942
21,75%,lzma,-6,16,2426397,2.914
22,100%,xz,-9,32,2426816,2.966
23,100%,xz,-9,16,2426816,2.981
24,50%,lzma,-9,32,2426397,2.935
25,50%,lzma,-3,32,2617615,1.77
26,100%,xz,-3,1,2618064,1.797
27,100%,lzma,-9,16,2426397,2.954
28,100%,lzma,-3,1,2617615,1.837
29,50%,lzma,-6,1,2426397,2.9
3,100%,xz,-6,32,2426816,2.983
4,50%,lzma,-3,1,2617615,1.778
5,75%,xz,-3,1,2618064,1.82
6,100%,lzma,-6,16,2426397,2.965
7,75%,xz,-6,32,2426816,2.922
8,50%,xz,-3,32,2618064,1.816
9,75%,xz,-9,32,2426816,2.96
