configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4914796,3.466
1,50%,xz,-3,1,4914796,3.439
10,100%,xz,-9,1,4489868,4.317
11,50%,lzma,-6,16,4489170,4.259
12,75%,xz,-3,32,4914796,3.474
13,50%,lzma,-3,16,4913990,3.458
14,50%,lzma,-6,32,4489170,4.306
15,50%,xz,-6,32,4489912,4.255
16,75%,lzma,-3,16,4913990,3.483
17,75%,lzma,-6,32,4489170,4.267
18,100%,lzma,-6,1,4489170,4.268
19,75%,lzma,-3,1,4913990,3.459
2,75%,xz,-9,16,4489868,4.274
20,75%,lzma,-6,1,4489170,4.228
21,75%,lzma,-6,16,4489170,4.232
22,100%,xz,-9,32,4489868,4.282
23,100%,xz,-9,16,4489868,4.262
24,50%,lzma,-9,32,4489124,4.23
25,50%,lzma,-3,32,4913990,3.438
26,100%,xz,-3,1,4914796,3.487
27,100%,lzma,-9,16,4489124,4.284
28,100%,lzma,-3,1,4913990,3.468
29,50%,lzma,-6,1,4489170,4.249
3,100%,xz,-6,32,4489912,4.254
4,50%,lzma,-3,1,4913990,3.467
5,75%,xz,-3,1,4914796,3.463
6,100%,lzma,-6,16,4489170,4.252
7,75%,xz,-6,32,4489912,4.271
8,50%,xz,-3,32,4914796,3.532
9,75%,xz,-9,32,4489868,4.27
