configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10362252,12.401
1,50%,xz,-3,1,10362252,12.406
10,100%,xz,-9,1,8385868,34.132
11,50%,lzma,-6,16,8627467,29.475
12,75%,xz,-3,32,10362252,12.448
13,50%,lzma,-3,16,10360607,12.417
14,50%,lzma,-6,32,8627467,29.374
15,50%,xz,-6,32,8628848,29.404
16,75%,lzma,-3,16,10360607,12.356
17,75%,lzma,-6,32,8627467,29.3
18,100%,lzma,-6,1,8627467,29.323
19,75%,lzma,-3,1,10360607,12.372
2,75%,xz,-9,16,8385868,34.097
20,75%,lzma,-6,1,8627467,29.393
21,75%,lzma,-6,16,8627467,29.401
22,100%,xz,-9,32,8385868,34.013
23,100%,xz,-9,16,8385868,33.897
24,50%,lzma,-9,32,8384529,33.943
25,50%,lzma,-3,32,10360607,12.427
26,100%,xz,-3,1,10362252,12.437
27,100%,lzma,-9,16,8384529,33.848
28,100%,lzma,-3,1,10360607,12.453
29,50%,lzma,-6,1,8627467,29.295
3,100%,xz,-6,32,8628848,29.498
4,50%,lzma,-3,1,10360607,12.461
5,75%,xz,-3,1,10362252,12.359
6,100%,lzma,-6,16,8627467,29.438
7,75%,xz,-6,32,8628848,29.402
8,50%,xz,-3,32,10362252,12.485
9,75%,xz,-9,32,8385868,34.055
