configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001844,2.645
1,50%,xz,-3,1,3001844,2.61
10,100%,xz,-9,1,2750272,5.241
11,50%,lzma,-6,16,2749760,5.14
12,75%,xz,-3,32,3001844,2.638
13,50%,lzma,-3,16,3001334,2.594
14,50%,lzma,-6,32,2749760,5.207
15,50%,xz,-6,32,2750228,5.203
16,75%,lzma,-3,16,3001334,2.648
17,75%,lzma,-6,32,2749760,5.143
18,100%,lzma,-6,1,2749760,5.206
19,75%,lzma,-3,1,3001334,2.609
2,75%,xz,-9,16,2750272,5.303
20,75%,lzma,-6,1,2749760,5.198
21,75%,lzma,-6,16,2749760,5.167
22,100%,xz,-9,32,2750272,5.283
23,100%,xz,-9,16,2750272,5.265
24,50%,lzma,-9,32,2749803,5.256
25,50%,lzma,-3,32,3001334,2.617
26,100%,xz,-3,1,3001844,2.635
27,100%,lzma,-9,16,2749803,5.236
28,100%,lzma,-3,1,3001334,2.6
29,50%,lzma,-6,1,2749760,5.151
3,100%,xz,-6,32,2750228,5.171
4,50%,lzma,-3,1,3001334,2.613
5,75%,xz,-3,1,3001844,2.646
6,100%,lzma,-6,16,2749760,5.186
7,75%,xz,-6,32,2750228,5.224
8,50%,xz,-3,32,3001844,2.647
9,75%,xz,-9,32,2750272,5.753
