configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213145,0m4.307s
1,tiff,1,1,0,1,2214635,0m4.283s
10,png,1,0,1,1,1753371,0m8.354s
11,png,1,0,0,1,1753341,0m8.228s
12,png,0,1,0,0,1894345,0m8.289s
13,png,0,0,0,0,1894321,0m8.340s
14,png,0,0,0,1,1894293,0m8.312s
15,png,0,1,1,0,1894307,0m8.317s
2,tiff,1,0,1,1,2213386,0m4.202s
3,tiff,1,0,0,1,2213190,0m4.200s
4,tiff,0,1,0,0,2401186,0m4.248s
5,tiff,0,0,0,0,2399762,0m4.237s
6,tiff,0,0,0,1,2401448,0m4.249s
7,tiff,0,1,1,0,2401017,0m4.259s
8,png,1,1,1,1,1753318,0m8.212s
9,png,1,1,0,1,1753417,0m8.241s
