configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15256839,0m8.351s
1,tiff,1,1,0,1,15257088,0m8.388s
10,png,1,0,1,1,15095068,0m25.068s
11,png,1,0,0,1,15095038,0m24.853s
12,png,0,1,0,0,14807326,0m31.562s
13,png,0,0,0,0,14807290,0m31.522s
14,png,0,0,0,1,14807306,0m31.639s
15,png,0,1,1,0,14807239,0m31.595s
2,tiff,1,0,1,1,15255249,0m8.310s
3,tiff,1,0,0,1,15256041,0m8.233s
4,tiff,0,1,0,0,14376845,0m9.028s
5,tiff,0,0,0,0,14377999,0m8.852s
6,tiff,0,0,0,1,14377426,0m8.860s
7,tiff,0,1,1,0,14377955,0m8.820s
8,png,1,1,1,1,15095018,0m24.760s
9,png,1,1,0,1,15095021,0m24.909s
