configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362681,0m6.166s
1,tiff,1,1,0,1,6362670,0m6.173s
10,png,1,0,1,1,6662481,0m12.301s
11,png,1,0,0,1,6662460,0m12.379s
12,png,0,1,0,0,10651985,0m32.019s
13,png,0,0,0,0,10651929,0m31.840s
14,png,0,0,0,1,10651990,0m31.834s
15,png,0,1,1,0,10651922,0m32.039s
2,tiff,1,0,1,1,6362664,0m6.138s
3,tiff,1,0,0,1,6362655,0m6.170s
4,tiff,0,1,0,0,11409559,0m9.286s
5,tiff,0,0,0,0,11409411,0m9.534s
6,tiff,0,0,0,1,11409995,0m9.396s
7,tiff,0,1,1,0,11409640,0m9.511s
8,png,1,1,1,1,6662491,0m12.375s
9,png,1,1,0,1,6662706,0m12.372s
