configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.058555858492258486
1,1,1,0,1,0,1,0.058449743010273274
10,1,0,1,1,1,0,0.059348193774011085
11,1,0,1,1,1,1,0.058351156374905615
12,0,0,1,1,1,1,0.05826373834208961
13,1,0,1,0,1,1,0.05784514226749962
14,0,1,1,1,0,0,0.058585168573394734
15,0,0,1,0,0,1,0.0581168419419259
16,1,1,1,1,0,1,0.058157041674225377
17,0,1,0,1,0,1,0.05827286689180941
18,0,1,0,0,1,0,0.0589487456000359
19,0,1,0,0,0,1,0.05865853449999789
2,1,0,1,1,0,0,0.058751951430365726
20,1,0,0,0,0,1,0.058940507372154324
21,0,0,0,0,0,1,0.058271785861999076
22,1,1,0,1,0,0,0.059522011887308136
23,0,1,1,0,1,0,0.058080908146069365
24,1,1,1,1,1,0,0.05785162727488041
25,0,1,1,0,0,1,0.05797562303108305
26,1,1,1,0,0,0,0.05859793086136969
27,0,0,1,0,1,0,0.05878072572264675
28,1,0,0,0,1,0,0.058856969130040016
29,1,1,0,0,1,1,0.05881522139187763
3,1,0,1,0,0,0,0.058891021152415485
4,1,1,1,1,1,1,0.058065440572077825
5,1,0,0,1,1,1,0.05845649487610158
6,1,0,0,1,0,1,0.058466939783452986
7,0,0,0,1,1,1,0.05887351246740266
8,0,0,1,1,0,1,0.058292260705228076
9,0,1,1,1,1,1,0.058480217680856525
