configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,13.390126640486972
1,1,1,0,1,0,1,13.650193844077982
10,1,0,1,1,1,0,13.702742279497638
11,1,0,1,1,1,1,13.316058211274973
12,0,0,1,1,1,1,13.625851686627426
13,1,0,1,0,1,1,13.666919665551514
14,0,1,1,1,0,0,13.665508968021008
15,0,0,1,0,0,1,13.670122559372736
16,1,1,1,1,0,1,13.589848853794479
17,0,1,0,1,0,1,13.642054620979133
18,0,1,0,0,1,0,13.530343952924412
19,0,1,0,0,0,1,13.570697348934502
2,1,0,1,1,0,0,13.60696998736228
20,1,0,0,0,0,1,13.627867272824435
21,0,0,0,0,0,1,13.654310874213904
22,1,1,0,1,0,0,13.592463489392134
23,0,1,1,0,1,0,13.649864337154884
24,1,1,1,1,1,0,13.597499335227818
25,0,1,1,0,0,1,13.385973159654705
26,1,1,1,0,0,0,13.567429395056093
27,0,0,1,0,1,0,12.3183310437739
28,1,0,0,0,1,0,13.601810880832113
29,1,1,0,0,1,1,13.654018856834956
3,1,0,1,0,0,0,13.528159883213696
4,1,1,1,1,1,1,13.569414705817652
5,1,0,0,1,1,1,13.6248505157509
6,1,0,0,1,0,1,13.664976727250732
7,0,0,0,1,1,1,13.594356470461733
8,0,0,1,1,0,1,13.54089396163557
9,0,1,1,1,1,1,12.993483752468377
