configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,98068.65551207626
1,1,1,0,1,0,1,87099.18262643057
10,1,0,1,1,1,0,87303.77821068809
11,1,0,1,1,1,1,99622.6195548642
12,0,0,1,1,1,1,100639.11878777364
13,1,0,1,0,1,1,86746.60250425298
14,0,1,1,1,0,0,86000.82079183363
15,0,0,1,0,0,1,86026.65587548295
16,1,1,1,1,0,1,85250.58343368037
17,0,1,0,1,0,1,86372.06078036466
18,0,1,0,0,1,0,86868.02965500798
19,0,1,0,0,0,1,85456.54389466831
2,1,0,1,1,0,0,86592.65938439722
20,1,0,0,0,0,1,86453.89383582873
21,0,0,0,0,0,1,87002.06542903327
22,1,1,0,1,0,0,87480.66021304339
23,0,1,1,0,1,0,86458.18428302603
24,1,1,1,1,1,0,86630.66989071367
25,0,1,1,0,0,1,85495.47835788835
26,1,1,1,0,0,0,87269.64522620205
27,0,0,1,0,1,0,86508.10135392965
28,1,0,0,0,1,0,86700.94243924433
29,1,1,0,0,1,1,87572.74448952885
3,1,0,1,0,0,0,86484.28744817214
4,1,1,1,1,1,1,86534.91610310081
5,1,0,0,1,1,1,86862.15167625711
6,1,0,0,1,0,1,86542.7196066945
7,0,0,0,1,1,1,86025.66420845463
8,0,0,1,1,0,1,87311.48468202948
9,0,1,1,1,1,1,85627.78697039641
