configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14777004,9.763
1,50%,xz,-3,1,14777004,9.758
10,100%,xz,-9,1,13374160,27.242
11,50%,lzma,-6,16,13497551,23.89
12,75%,xz,-3,32,14777004,9.831
13,50%,lzma,-3,16,14775082,9.727
14,50%,lzma,-6,32,13497551,23.952
15,50%,xz,-6,32,13503600,24.016
16,75%,lzma,-3,16,14775082,9.705
17,75%,lzma,-6,32,13497551,23.88
18,100%,lzma,-6,1,13497551,23.841
19,75%,lzma,-3,1,14775082,9.623
2,75%,xz,-9,16,13374160,27.128
20,75%,lzma,-6,1,13497551,23.802
21,75%,lzma,-6,16,13497551,23.933
22,100%,xz,-9,32,13374160,27.069
23,100%,xz,-9,16,13374160,27.32
24,50%,lzma,-9,32,13365111,27.111
25,50%,lzma,-3,32,14775082,9.694
26,100%,xz,-3,1,14777004,9.786
27,100%,lzma,-9,16,13365111,27.076
28,100%,lzma,-3,1,14775082,9.709
29,50%,lzma,-6,1,13497551,23.892
3,100%,xz,-6,32,13503600,23.953
4,50%,lzma,-3,1,14775082,9.683
5,75%,xz,-3,1,14777004,9.786
6,100%,lzma,-6,16,13497551,23.926
7,75%,xz,-6,32,13503600,23.995
8,50%,xz,-3,32,14777004,9.797
9,75%,xz,-9,32,13374160,27.157
