configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2131652,2.613
1,50%,xz,-3,1,2131652,2.578
10,100%,xz,-9,1,1738884,11.564
11,50%,lzma,-6,16,1778958,11.147
12,75%,xz,-3,32,2131652,2.582
13,50%,lzma,-3,16,2131278,2.513
14,50%,lzma,-6,32,1778958,11.104
15,50%,xz,-6,32,1779272,11.213
16,75%,lzma,-3,16,2131278,2.479
17,75%,lzma,-6,32,1778958,11.0
18,100%,lzma,-6,1,1778958,11.046
19,75%,lzma,-3,1,2131278,2.479
2,75%,xz,-9,16,1738884,11.504
20,75%,lzma,-6,1,1778958,11.01
21,75%,lzma,-6,16,1778958,11.021
22,100%,xz,-9,32,1738884,11.554
23,100%,xz,-9,16,1738884,11.52
24,50%,lzma,-9,32,1738572,11.476
25,50%,lzma,-3,32,2131278,2.502
26,100%,xz,-3,1,2131652,2.579
27,100%,lzma,-9,16,1738572,11.426
28,100%,lzma,-3,1,2131278,2.501
29,50%,lzma,-6,1,1778958,11.012
3,100%,xz,-6,32,1779272,11.104
4,50%,lzma,-3,1,2131278,2.481
5,75%,xz,-3,1,2131652,2.558
6,100%,lzma,-6,16,1778958,11.039
7,75%,xz,-6,32,1779272,11.112
8,50%,xz,-3,32,2131652,2.576
9,75%,xz,-9,32,1738884,11.545
