configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4853736,2.88
1,50%,xz,-3,1,4853736,2.859
10,100%,xz,-9,1,4415072,3.529
11,50%,lzma,-6,16,4414351,3.591
12,75%,xz,-3,32,4853736,2.868
13,50%,lzma,-3,16,4852943,2.854
14,50%,lzma,-6,32,4414351,3.631
15,50%,xz,-6,32,4415072,3.643
16,75%,lzma,-3,16,4852943,2.856
17,75%,lzma,-6,32,4414351,3.651
18,100%,lzma,-6,1,4414351,3.59
19,75%,lzma,-3,1,4852943,2.856
2,75%,xz,-9,16,4415072,3.548
20,75%,lzma,-6,1,4414351,3.617
21,75%,lzma,-6,16,4414351,3.634
22,100%,xz,-9,32,4415072,3.601
23,100%,xz,-9,16,4415072,3.563
24,50%,lzma,-9,32,4414351,3.529
25,50%,lzma,-3,32,4852943,2.871
26,100%,xz,-3,1,4853736,2.856
27,100%,lzma,-9,16,4414351,3.534
28,100%,lzma,-3,1,4852943,2.876
29,50%,lzma,-6,1,4414351,3.586
3,100%,xz,-6,32,4415072,3.618
4,50%,lzma,-3,1,4852943,2.855
5,75%,xz,-3,1,4853736,2.82
6,100%,lzma,-6,16,4414351,3.642
7,75%,xz,-6,32,4415072,3.657
8,50%,xz,-3,32,4853736,2.858
9,75%,xz,-9,32,4415072,3.562
