configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3382412,3.997
1,50%,xz,-3,1,3382412,3.933
10,100%,xz,-9,1,2830604,7.996
11,50%,lzma,-6,16,2831189,7.844
12,75%,xz,-3,32,3382412,4.002
13,50%,lzma,-3,16,3381840,3.988
14,50%,lzma,-6,32,2831189,7.8
15,50%,xz,-6,32,2831676,7.875
16,75%,lzma,-3,16,3381840,4.0
17,75%,lzma,-6,32,2831189,7.864
18,100%,lzma,-6,1,2831189,7.808
19,75%,lzma,-3,1,3381840,3.974
2,75%,xz,-9,16,2830604,8.0
20,75%,lzma,-6,1,2831189,7.762
21,75%,lzma,-6,16,2831189,7.914
22,100%,xz,-9,32,2830604,8.047
23,100%,xz,-9,16,2830604,8.004
24,50%,lzma,-9,32,2830116,7.999
25,50%,lzma,-3,32,3381840,4.008
26,100%,xz,-3,1,3382412,3.993
27,100%,lzma,-9,16,2830116,7.945
28,100%,lzma,-3,1,3381840,4.028
29,50%,lzma,-6,1,2831189,7.845
3,100%,xz,-6,32,2831676,7.926
4,50%,lzma,-3,1,3381840,3.987
5,75%,xz,-3,1,3382412,3.992
6,100%,lzma,-6,16,2831189,7.846
7,75%,xz,-6,32,2831676,7.89
8,50%,xz,-3,32,3382412,3.973
9,75%,xz,-9,32,2830604,8.022
