configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272440,2.281
1,50%,xz,-3,1,3272440,2.277
10,100%,xz,-9,1,2849908,5.503
11,50%,lzma,-6,16,2849620,5.409
12,75%,xz,-3,32,3272440,2.282
13,50%,lzma,-3,16,3271884,2.217
14,50%,lzma,-6,32,2849620,5.434
15,50%,xz,-6,32,2850104,5.483
16,75%,lzma,-3,16,3271884,2.273
17,75%,lzma,-6,32,2849620,5.433
18,100%,lzma,-6,1,2849620,5.482
19,75%,lzma,-3,1,3271884,2.235
2,75%,xz,-9,16,2849908,5.551
20,75%,lzma,-6,1,2849620,5.43
21,75%,lzma,-6,16,2849620,5.44
22,100%,xz,-9,32,2849908,5.562
23,100%,xz,-9,16,2849908,5.526
24,50%,lzma,-9,32,2849422,5.498
25,50%,lzma,-3,32,3271884,2.251
26,100%,xz,-3,1,3272440,2.273
27,100%,lzma,-9,16,2849422,5.523
28,100%,lzma,-3,1,3271884,2.266
29,50%,lzma,-6,1,2849620,5.415
3,100%,xz,-6,32,2850104,5.472
4,50%,lzma,-3,1,3271884,2.256
5,75%,xz,-3,1,3272440,2.278
6,100%,lzma,-6,16,2849620,5.474
7,75%,xz,-6,32,2850104,5.46
8,50%,xz,-3,32,3272440,2.259
9,75%,xz,-9,32,2849908,5.569
