configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515648,0.46
1,50%,xz,-3,1,515648,0.469
10,100%,xz,-9,1,453260,1.461
11,50%,lzma,-6,16,453144,1.421
12,75%,xz,-3,32,515648,0.474
13,50%,lzma,-3,16,515524,0.454
14,50%,lzma,-6,32,453144,1.421
15,50%,xz,-6,32,453260,1.415
16,75%,lzma,-3,16,515524,0.458
17,75%,lzma,-6,32,453144,1.397
18,100%,lzma,-6,1,453144,1.431
19,75%,lzma,-3,1,515524,0.429
2,75%,xz,-9,16,453260,1.457
20,75%,lzma,-6,1,453144,1.397
21,75%,lzma,-6,16,453144,1.391
22,100%,xz,-9,32,453260,1.466
23,100%,xz,-9,16,453260,1.493
24,50%,lzma,-9,32,453144,1.44
25,50%,lzma,-3,32,515524,0.454
26,100%,xz,-3,1,515648,0.443
27,100%,lzma,-9,16,453144,1.45
28,100%,lzma,-3,1,515524,0.428
29,50%,lzma,-6,1,453144,1.392
3,100%,xz,-6,32,453260,1.416
4,50%,lzma,-3,1,515524,0.459
5,75%,xz,-3,1,515648,0.447
6,100%,lzma,-6,16,453144,1.416
7,75%,xz,-6,32,453260,1.414
8,50%,xz,-3,32,515648,0.476
9,75%,xz,-9,32,453260,1.462
