configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677976,1.7
1,50%,xz,-3,1,1677976,1.731
10,100%,xz,-9,1,1317152,4.81
11,50%,lzma,-6,16,1316901,4.732
12,75%,xz,-3,32,1677976,1.712
13,50%,lzma,-3,16,1677670,1.713
14,50%,lzma,-6,32,1316901,4.75
15,50%,xz,-6,32,1317152,4.753
16,75%,lzma,-3,16,1677670,1.67
17,75%,lzma,-6,32,1316901,4.72
18,100%,lzma,-6,1,1316901,4.714
19,75%,lzma,-3,1,1677670,1.698
2,75%,xz,-9,16,1317152,4.83
20,75%,lzma,-6,1,1316901,4.741
21,75%,lzma,-6,16,1316901,4.75
22,100%,xz,-9,32,1317152,4.854
23,100%,xz,-9,16,1317152,4.837
24,50%,lzma,-9,32,1316901,4.804
25,50%,lzma,-3,32,1677670,1.697
26,100%,xz,-3,1,1677976,1.71
27,100%,lzma,-9,16,1316901,4.793
28,100%,lzma,-3,1,1677670,1.679
29,50%,lzma,-6,1,1316901,4.719
3,100%,xz,-6,32,1317152,4.803
4,50%,lzma,-3,1,1677670,1.692
5,75%,xz,-3,1,1677976,1.716
6,100%,lzma,-6,16,1316901,4.752
7,75%,xz,-6,32,1317152,4.756
8,50%,xz,-3,32,1677976,1.702
9,75%,xz,-9,32,1317152,4.88
