configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205575,1.183
1,tiff,1,1,0,1,1205810,1.134
10,png,1,0,1,1,1349755,2.525
11,png,1,0,0,1,1349678,2.496
12,png,0,1,0,0,3177564,4.972
13,png,0,0,0,0,3177562,4.999
14,png,0,0,0,1,3177531,5.004
15,png,0,1,1,0,3177560,4.961
2,tiff,1,0,1,1,1205626,1.153
3,tiff,1,0,0,1,1205854,1.198
4,tiff,0,1,0,0,3875954,1.315
5,tiff,0,0,0,0,3875935,1.295
6,tiff,0,0,0,1,3875935,1.343
7,tiff,0,1,1,0,3875951,1.316
8,png,1,1,1,1,1349675,2.546
9,png,1,1,0,1,1349696,2.508
