configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,6362671,6.099
1,tiff,1,1,0,1,6362672,6.078
10,png,1,0,1,1,6662487,12.295
11,png,1,0,0,1,6662489,12.199
12,png,0,1,0,0,10651912,31.782
13,png,0,0,0,0,10651942,32.08
14,png,0,0,0,1,10651929,31.768
15,png,0,1,1,0,10651971,31.804
2,tiff,1,0,1,1,6362697,6.041
3,tiff,1,0,0,1,6362678,6.054
4,tiff,0,1,0,0,11409247,9.303
5,tiff,0,0,0,0,11409313,9.366
6,tiff,0,0,0,1,11409511,9.253
7,tiff,0,1,1,0,11409281,9.282
8,png,1,1,1,1,6662486,12.291
9,png,1,1,0,1,6662485,12.235
