configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3274005,5.417
1,tiff,1,1,0,1,3273920,5.462
10,png,1,0,1,1,3254941,8.767
11,png,1,0,0,1,3254935,8.818
12,png,0,1,0,0,8502341,26.189
13,png,0,0,0,0,8502362,25.979
14,png,0,0,0,1,8502335,26.07
15,png,0,1,1,0,8502339,26.201
2,tiff,1,0,1,1,3273972,5.437
3,tiff,1,0,0,1,3274011,5.432
4,tiff,0,1,0,0,10068830,6.119
5,tiff,0,0,0,0,10068804,6.199
6,tiff,0,0,0,1,10068907,6.183
7,tiff,0,1,1,0,10068877,6.072
8,png,1,1,1,1,3254948,8.817
9,png,1,1,0,1,3254950,8.815
