configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15257112,0m8.249s
1,tiff,1,1,0,1,15254942,0m8.290s
10,png,1,0,1,1,15095070,0m24.862s
11,png,1,0,0,1,15095079,0m24.898s
12,png,0,1,0,0,14807383,0m31.468s
13,png,0,0,0,0,14807385,0m31.453s
14,png,0,0,0,1,14807385,0m31.589s
15,png,0,1,1,0,14807385,0m31.432s
2,tiff,1,0,1,1,15255183,0m8.264s
3,tiff,1,0,0,1,15255258,0m8.304s
4,tiff,0,1,0,0,14377635,0m8.801s
5,tiff,0,0,0,0,14377406,0m10.536s
6,tiff,0,0,0,1,14377462,0m8.789s
7,tiff,0,1,1,0,14377526,0m8.844s
8,png,1,1,1,1,15095079,0m24.963s
9,png,1,1,0,1,15095120,0m24.916s
