configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213223,0m4.212s
1,tiff,1,1,0,1,2213109,0m4.191s
10,png,1,0,1,1,1753558,0m8.271s
11,png,1,0,0,1,1753362,0m8.289s
12,png,0,1,0,0,1894640,0m8.278s
13,png,0,0,0,0,1894275,0m8.275s
14,png,0,0,0,1,1894610,0m8.363s
15,png,0,1,1,0,1894342,0m8.282s
2,tiff,1,0,1,1,2214662,0m4.164s
3,tiff,1,0,0,1,2214703,0m4.268s
4,tiff,0,1,0,0,2401071,0m4.279s
5,tiff,0,0,0,0,2400723,0m4.245s
6,tiff,0,0,0,1,2400396,0m4.188s
7,tiff,0,1,1,0,2400415,0m4.238s
8,png,1,1,1,1,1753395,0m8.246s
9,png,1,1,0,1,1753264,0m8.214s
