configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362675,0m6.104s
1,tiff,1,1,0,1,6362672,0m6.121s
10,png,1,0,1,1,6662475,0m12.327s
11,png,1,0,0,1,6662726,0m12.382s
12,png,0,1,0,0,10652149,0m31.788s
13,png,0,0,0,0,10651929,0m32.000s
14,png,0,0,0,1,10651879,0m31.859s
15,png,0,1,1,0,10651932,0m31.952s
2,tiff,1,0,1,1,6362675,0m6.180s
3,tiff,1,0,0,1,6362654,0m6.114s
4,tiff,0,1,0,0,11409304,0m9.279s
5,tiff,0,0,0,0,11409778,0m9.402s
6,tiff,0,0,0,1,11409234,0m9.409s
7,tiff,0,1,1,0,11409580,0m9.248s
8,png,1,1,1,1,6662477,0m12.479s
9,png,1,1,0,1,6662496,0m12.405s
