configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205833,0m1.147s
1,tiff,1,1,0,1,1205597,0m1.148s
10,png,1,0,1,1,1349693,0m2.537s
11,png,1,0,0,1,1349675,0m2.584s
12,png,0,1,0,0,3177861,0m5.026s
13,png,0,0,0,0,3177575,0m5.026s
14,png,0,0,0,1,3177563,0m5.032s
15,png,0,1,1,0,3177552,0m5.024s
2,tiff,1,0,1,1,1205614,0m1.177s
3,tiff,1,0,0,1,1205827,0m1.202s
4,tiff,0,1,0,0,3875959,0m1.389s
5,tiff,0,0,0,0,3875958,0m1.330s
6,tiff,0,0,0,1,3875970,0m1.314s
7,tiff,0,1,1,0,3875969,0m1.310s
8,png,1,1,1,1,1349730,0m2.528s
9,png,1,1,0,1,1349930,0m2.541s
