configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515648,0.475
1,50%,xz,-3,1,515648,0.467
10,100%,xz,-9,1,453260,1.545
11,50%,lzma,-6,16,453144,1.515
12,75%,xz,-3,32,515648,0.469
13,50%,lzma,-3,16,515524,0.445
14,50%,lzma,-6,32,453144,1.488
15,50%,xz,-6,32,453260,1.497
16,75%,lzma,-3,16,515524,0.462
17,75%,lzma,-6,32,453144,1.487
18,100%,lzma,-6,1,453144,1.532
19,75%,lzma,-3,1,515524,0.44
2,75%,xz,-9,16,453260,1.575
20,75%,lzma,-6,1,453144,1.514
21,75%,lzma,-6,16,453144,1.519
22,100%,xz,-9,32,453260,1.576
23,100%,xz,-9,16,453260,1.555
24,50%,lzma,-9,32,453144,1.572
25,50%,lzma,-3,32,515524,0.445
26,100%,xz,-3,1,515648,0.468
27,100%,lzma,-9,16,453144,1.546
28,100%,lzma,-3,1,515524,0.47
29,50%,lzma,-6,1,453144,1.553
3,100%,xz,-6,32,453260,1.494
4,50%,lzma,-3,1,515524,0.447
5,75%,xz,-3,1,515648,0.451
6,100%,lzma,-6,16,453144,1.514
7,75%,xz,-6,32,453260,1.496
8,50%,xz,-3,32,515648,0.446
9,75%,xz,-9,32,453260,1.541
