configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001844,2.658
1,50%,xz,-3,1,3001844,2.664
10,100%,xz,-9,1,2750272,5.526
11,50%,lzma,-6,16,2749760,5.481
12,75%,xz,-3,32,3001844,2.666
13,50%,lzma,-3,16,3001334,2.708
14,50%,lzma,-6,32,2749760,5.452
15,50%,xz,-6,32,2750228,5.48
16,75%,lzma,-3,16,3001334,2.681
17,75%,lzma,-6,32,2749760,5.487
18,100%,lzma,-6,1,2749760,5.5
19,75%,lzma,-3,1,3001334,2.64
2,75%,xz,-9,16,2750272,5.516
20,75%,lzma,-6,1,2749760,5.472
21,75%,lzma,-6,16,2749760,5.478
22,100%,xz,-9,32,2750272,5.518
23,100%,xz,-9,16,2750272,5.527
24,50%,lzma,-9,32,2749803,5.517
25,50%,lzma,-3,32,3001334,2.666
26,100%,xz,-3,1,3001844,2.699
27,100%,lzma,-9,16,2749803,5.528
28,100%,lzma,-3,1,3001334,2.683
29,50%,lzma,-6,1,2749760,5.494
3,100%,xz,-6,32,2750228,5.461
4,50%,lzma,-3,1,3001334,2.688
5,75%,xz,-3,1,3001844,2.66
6,100%,lzma,-6,16,2749760,5.451
7,75%,xz,-6,32,2750228,5.51
8,50%,xz,-3,32,3001844,2.677
9,75%,xz,-9,32,2750272,5.58
