configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,10362252,12.755
1,50%,xz,-3,1,10362252,12.689
10,100%,xz,-9,1,8385868,36.433
11,50%,lzma,-6,16,8627467,31.689
12,75%,xz,-3,32,10362252,12.595
13,50%,lzma,-3,16,10360607,12.65
14,50%,lzma,-6,32,8627467,31.86
15,50%,xz,-6,32,8628848,31.83
16,75%,lzma,-3,16,10360607,12.731
17,75%,lzma,-6,32,8627467,31.872
18,100%,lzma,-6,1,8627467,31.961
19,75%,lzma,-3,1,10360607,12.637
2,75%,xz,-9,16,8385868,36.558
20,75%,lzma,-6,1,8627467,31.849
21,75%,lzma,-6,16,8627467,31.875
22,100%,xz,-9,32,8385868,36.571
23,100%,xz,-9,16,8385868,36.464
24,50%,lzma,-9,32,8384529,36.407
25,50%,lzma,-3,32,10360607,12.709
26,100%,xz,-3,1,10362252,12.732
27,100%,lzma,-9,16,8384529,36.401
28,100%,lzma,-3,1,10360607,12.712
29,50%,lzma,-6,1,8627467,31.754
3,100%,xz,-6,32,8628848,31.869
4,50%,lzma,-3,1,10360607,12.735
5,75%,xz,-3,1,10362252,12.745
6,100%,lzma,-6,16,8627467,31.72
7,75%,xz,-6,32,8628848,31.655
8,50%,xz,-3,32,10362252,12.582
9,75%,xz,-9,32,8385868,36.665
