configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618064,1.846
1,50%,xz,-3,1,2618064,1.851
10,100%,xz,-9,1,2426816,3.129
11,50%,lzma,-6,16,2426397,3.073
12,75%,xz,-3,32,2618064,1.828
13,50%,lzma,-3,16,2617615,1.833
14,50%,lzma,-6,32,2426397,3.136
15,50%,xz,-6,32,2426816,3.09
16,75%,lzma,-3,16,2617615,1.905
17,75%,lzma,-6,32,2426397,3.088
18,100%,lzma,-6,1,2426397,3.109
19,75%,lzma,-3,1,2617615,1.825
2,75%,xz,-9,16,2426816,3.155
20,75%,lzma,-6,1,2426397,3.101
21,75%,lzma,-6,16,2426397,3.106
22,100%,xz,-9,32,2426816,3.162
23,100%,xz,-9,16,2426816,3.116
24,50%,lzma,-9,32,2426397,3.144
25,50%,lzma,-3,32,2617615,1.813
26,100%,xz,-3,1,2618064,1.816
27,100%,lzma,-9,16,2426397,3.126
28,100%,lzma,-3,1,2617615,1.857
29,50%,lzma,-6,1,2426397,3.068
3,100%,xz,-6,32,2426816,3.137
4,50%,lzma,-3,1,2617615,1.848
5,75%,xz,-3,1,2618064,1.841
6,100%,lzma,-6,16,2426397,3.113
7,75%,xz,-6,32,2426816,3.126
8,50%,xz,-3,32,2618064,1.846
9,75%,xz,-9,32,2426816,3.139
