configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205597,0m1.138s
1,tiff,1,1,0,1,1205823,0m1.159s
10,png,1,0,1,1,1349682,0m2.504s
11,png,1,0,0,1,1349695,0m2.505s
12,png,0,1,0,0,3177564,0m4.999s
13,png,0,0,0,0,3177565,0m5.018s
14,png,0,0,0,1,3177556,0m5.006s
15,png,0,1,1,0,3177563,0m4.977s
2,tiff,1,0,1,1,1205875,0m1.130s
3,tiff,1,0,0,1,1205832,0m1.174s
4,tiff,0,1,0,0,3875944,0m1.305s
5,tiff,0,0,0,0,3876396,0m1.302s
6,tiff,0,0,0,1,3875958,0m1.472s
7,tiff,0,1,1,0,3875950,0m1.296s
8,png,1,1,1,1,1349667,0m2.532s
9,png,1,1,0,1,1349693,0m2.502s
