configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273987,0m5.473s
1,tiff,1,1,0,1,3273932,0m5.434s
10,png,1,0,1,1,3254970,0m8.798s
11,png,1,0,0,1,3254967,0m8.792s
12,png,0,1,0,0,8502343,0m26.078s
13,png,0,0,0,0,8502348,0m26.082s
14,png,0,0,0,1,8502338,0m26.126s
15,png,0,1,1,0,8502335,0m26.071s
2,tiff,1,0,1,1,3273985,0m5.493s
3,tiff,1,0,0,1,3273898,0m5.475s
4,tiff,0,1,0,0,10068886,0m6.195s
5,tiff,0,0,0,0,10068894,0m6.175s
6,tiff,0,0,0,1,10068894,0m6.126s
7,tiff,0,1,1,0,10068814,0m6.068s
8,png,1,1,1,1,3254912,0m8.806s
9,png,1,1,0,1,3254929,0m8.835s
