configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739164,0m1.712s
1,tiff,1,1,0,1,739164,0m1.713s
10,png,1,0,1,1,739164,0m1.697s
11,png,1,0,0,1,739164,0m1.700s
12,png,0,1,0,0,3168071,0m5.428s
13,png,0,0,0,0,3168071,0m5.421s
14,png,0,0,0,1,3168071,0m5.381s
15,png,0,1,1,0,3168071,0m5.385s
2,tiff,1,0,1,1,739163,0m1.720s
3,tiff,1,0,0,1,739163,0m1.717s
4,tiff,0,1,0,0,4807725,0m1.825s
5,tiff,0,0,0,0,4807631,0m1.855s
6,tiff,0,0,0,1,4807616,0m1.830s
7,tiff,0,1,1,0,4807717,0m1.800s
8,png,1,1,1,1,739165,0m1.689s
9,png,1,1,0,1,739168,0m1.703s
