configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536662,0m1.833s
1,tiff,1,1,0,1,1536662,0m1.887s
10,png,1,0,1,1,1615775,0m3.609s
11,png,1,0,0,1,1615768,0m3.520s
12,png,0,1,0,0,1843152,0m3.693s
13,png,0,0,0,0,1843141,0m3.657s
14,png,0,0,0,1,1843165,0m3.696s
15,png,0,1,1,0,1843155,0m3.714s
2,tiff,1,0,1,1,1536676,0m1.836s
3,tiff,1,0,0,1,1536645,0m1.835s
4,tiff,0,1,0,0,1795129,0m1.877s
5,tiff,0,0,0,0,1795136,0m1.871s
6,tiff,0,0,0,1,1795121,0m1.867s
7,tiff,0,1,1,0,1795127,0m1.867s
8,png,1,1,1,1,1615746,0m3.555s
9,png,1,1,0,1,1615760,0m3.539s
