configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362660,0m6.078s
1,tiff,1,1,0,1,6362674,0m6.091s
10,png,1,0,1,1,6662485,0m12.255s
11,png,1,0,0,1,6662468,0m12.256s
12,png,0,1,0,0,10651916,0m31.862s
13,png,0,0,0,0,10651966,0m31.813s
14,png,0,0,0,1,10651963,0m32.102s
15,png,0,1,1,0,10651883,0m31.934s
2,tiff,1,0,1,1,6362679,0m6.031s
3,tiff,1,0,0,1,6362671,0m6.118s
4,tiff,0,1,0,0,11409256,0m9.430s
5,tiff,0,0,0,0,11409580,0m9.403s
6,tiff,0,0,0,1,11409316,0m9.352s
7,tiff,0,1,1,0,11409366,0m9.256s
8,png,1,1,1,1,6662472,0m12.326s
9,png,1,1,0,1,6662763,0m12.287s
