configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3001852,2.683
1,50%,xz,-3,1,3001844,2.677
10,100%,xz,-9,1,2750272,5.586
11,50%,lzma,-6,16,2749760,5.465
12,75%,xz,-3,32,3001852,2.683
13,50%,lzma,-3,16,3001334,2.687
14,50%,lzma,-6,32,2749760,5.47
15,50%,xz,-6,32,2750236,5.471
16,75%,lzma,-3,16,3001334,2.684
17,75%,lzma,-6,32,2749760,5.472
18,100%,lzma,-6,1,2749760,5.485
19,75%,lzma,-3,1,3001334,2.673
2,75%,xz,-9,16,2750280,5.57
20,75%,lzma,-6,1,2749760,5.473
21,75%,lzma,-6,16,2749760,5.5
22,100%,xz,-9,32,2750280,5.575
23,100%,xz,-9,16,2750280,5.598
24,50%,lzma,-9,32,2749803,5.613
25,50%,lzma,-3,32,3001334,2.654
26,100%,xz,-3,1,3001844,2.713
27,100%,lzma,-9,16,2749803,5.551
28,100%,lzma,-3,1,3001334,2.698
29,50%,lzma,-6,1,2749760,5.489
3,100%,xz,-6,32,2750236,5.42
4,50%,lzma,-3,1,3001334,2.683
5,75%,xz,-3,1,3001844,2.691
6,100%,lzma,-6,16,2749760,5.455
7,75%,xz,-6,32,2750236,5.454
8,50%,xz,-3,32,3001852,2.715
9,75%,xz,-9,32,2750280,5.585
