configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272448,2.317
1,50%,xz,-3,1,3272440,2.277
10,100%,xz,-9,1,2849908,5.905
11,50%,lzma,-6,16,2849620,5.851
12,75%,xz,-3,32,3272448,2.315
13,50%,lzma,-3,16,3271884,2.312
14,50%,lzma,-6,32,2849620,5.859
15,50%,xz,-6,32,2850112,5.876
16,75%,lzma,-3,16,3271884,2.259
17,75%,lzma,-6,32,2849620,5.849
18,100%,lzma,-6,1,2849620,5.835
19,75%,lzma,-3,1,3271884,2.287
2,75%,xz,-9,16,2849916,5.899
20,75%,lzma,-6,1,2849620,5.832
21,75%,lzma,-6,16,2849620,5.851
22,100%,xz,-9,32,2849916,5.914
23,100%,xz,-9,16,2849916,5.903
24,50%,lzma,-9,32,2849422,5.914
25,50%,lzma,-3,32,3271884,2.28
26,100%,xz,-3,1,3272440,2.341
27,100%,lzma,-9,16,2849422,5.962
28,100%,lzma,-3,1,3271884,2.262
29,50%,lzma,-6,1,2849620,5.829
3,100%,xz,-6,32,2850112,5.854
4,50%,lzma,-3,1,3271884,2.289
5,75%,xz,-3,1,3272440,2.292
6,100%,lzma,-6,16,2849620,5.851
7,75%,xz,-6,32,2850112,5.84
8,50%,xz,-3,32,3272448,2.327
9,75%,xz,-9,32,2849916,5.901
