configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2149748,1.267
1,50%,xz,-3,1,2131652,2.549
10,100%,xz,-9,1,1738884,11.905
11,50%,lzma,-6,16,1778958,11.852
12,75%,xz,-3,32,2149748,1.262
13,50%,lzma,-3,16,2131278,2.514
14,50%,lzma,-6,32,1778958,11.85
15,50%,xz,-6,32,1797072,8.842
16,75%,lzma,-3,16,2131278,2.565
17,75%,lzma,-6,32,1778958,11.858
18,100%,lzma,-6,1,1778958,11.891
19,75%,lzma,-3,1,2131278,2.519
2,75%,xz,-9,16,1738892,11.906
20,75%,lzma,-6,1,1778958,11.88
21,75%,lzma,-6,16,1778958,11.854
22,100%,xz,-9,32,1738892,11.841
23,100%,xz,-9,16,1738892,11.825
24,50%,lzma,-9,32,1738572,11.861
25,50%,lzma,-3,32,2131278,2.523
26,100%,xz,-3,1,2131652,2.573
27,100%,lzma,-9,16,1738572,11.865
28,100%,lzma,-3,1,2131278,2.572
29,50%,lzma,-6,1,1778958,11.815
3,100%,xz,-6,32,1797072,8.794
4,50%,lzma,-3,1,2131278,2.513
5,75%,xz,-3,1,2131652,2.567
6,100%,lzma,-6,16,1778958,11.839
7,75%,xz,-6,32,1797072,8.855
8,50%,xz,-3,32,2149748,1.288
9,75%,xz,-9,32,1738892,11.816
