configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618072,1.832
1,50%,xz,-3,1,2618064,1.864
10,100%,xz,-9,1,2426816,3.137
11,50%,lzma,-6,16,2426397,3.116
12,75%,xz,-3,32,2618072,1.871
13,50%,lzma,-3,16,2617615,1.843
14,50%,lzma,-6,32,2426397,3.114
15,50%,xz,-6,32,2426824,3.096
16,75%,lzma,-3,16,2617615,1.841
17,75%,lzma,-6,32,2426397,3.125
18,100%,lzma,-6,1,2426397,3.106
19,75%,lzma,-3,1,2617615,1.849
2,75%,xz,-9,16,2426824,3.115
20,75%,lzma,-6,1,2426397,3.094
21,75%,lzma,-6,16,2426397,3.068
22,100%,xz,-9,32,2426824,3.121
23,100%,xz,-9,16,2426824,3.137
24,50%,lzma,-9,32,2426397,3.14
25,50%,lzma,-3,32,2617615,1.835
26,100%,xz,-3,1,2618064,1.825
27,100%,lzma,-9,16,2426397,3.088
28,100%,lzma,-3,1,2617615,1.839
29,50%,lzma,-6,1,2426397,3.098
3,100%,xz,-6,32,2426824,3.106
4,50%,lzma,-3,1,2617615,1.817
5,75%,xz,-3,1,2618064,1.855
6,100%,lzma,-6,16,2426397,3.097
7,75%,xz,-6,32,2426824,3.075
8,50%,xz,-3,32,2618072,1.861
9,75%,xz,-9,32,2426824,3.181
