configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,14838428,3.206
1,50%,xz,-3,1,14777004,9.899
10,100%,xz,-9,1,13374160,28.567
11,50%,lzma,-6,16,13497551,25.812
12,75%,xz,-3,32,14838428,3.195
13,50%,lzma,-3,16,14775082,9.863
14,50%,lzma,-6,32,13497551,25.672
15,50%,xz,-6,32,13577880,13.595
16,75%,lzma,-3,16,14775082,9.834
17,75%,lzma,-6,32,13497551,25.766
18,100%,lzma,-6,1,13497551,25.798
19,75%,lzma,-3,1,14775082,9.89
2,75%,xz,-9,16,13374168,28.637
20,75%,lzma,-6,1,13497551,25.695
21,75%,lzma,-6,16,13497551,25.75
22,100%,xz,-9,32,13374168,28.619
23,100%,xz,-9,16,13374168,28.689
24,50%,lzma,-9,32,13365111,28.786
25,50%,lzma,-3,32,14775082,9.889
26,100%,xz,-3,1,14777004,9.9
27,100%,lzma,-9,16,13365111,28.752
28,100%,lzma,-3,1,14775082,9.966
29,50%,lzma,-6,1,13497551,25.775
3,100%,xz,-6,32,13577880,13.58
4,50%,lzma,-3,1,14775082,9.878
5,75%,xz,-3,1,14777004,9.973
6,100%,lzma,-6,16,13497551,25.791
7,75%,xz,-6,32,13577880,13.632
8,50%,xz,-3,32,14838428,3.21
9,75%,xz,-9,32,13374168,28.619
