configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.2834110788482194
1,1,1,0,1,0,1,0.05971644513942018
10,1,0,1,1,1,0,0.05954146537452362
11,1,0,1,1,1,1,0.059073665556481685
12,0,0,1,1,1,1,0.28144919847924776
13,1,0,1,0,1,1,0.05899698359063945
14,0,1,1,1,0,0,0.2883267264936689
15,0,0,1,0,0,1,0.2776864731392495
16,1,1,1,1,0,1,0.0593452635364663
17,0,1,0,1,0,1,0.2840102190956955
18,0,1,0,0,1,0,0.2861111317982352
19,0,1,0,0,0,1,0.27949660752701644
2,1,0,1,1,0,0,0.059610854525466224
20,1,0,0,0,0,1,0.059628429508089435
21,0,0,0,0,0,1,0.2829574523235221
22,1,1,0,1,0,0,0.05996631996621815
23,0,1,1,0,1,0,0.2845783750004439
24,1,1,1,1,1,0,0.059314130869177036
25,0,1,1,0,0,1,0.2781622959775247
26,1,1,1,0,0,0,0.05982906192230704
27,0,0,1,0,1,0,0.29272531094144355
28,1,0,0,0,1,0,0.059473334644325276
29,1,1,0,0,1,1,0.05882769296208041
3,1,0,1,0,0,0,0.05947884239885129
4,1,1,1,1,1,1,0.05981597851100319
5,1,0,0,1,1,1,0.05929724096460344
6,1,0,0,1,0,1,0.05934177566729761
7,0,0,0,1,1,1,0.28144094141991266
8,0,0,1,1,0,1,0.2766370543146853
9,0,1,1,1,1,1,0.28252748928743265
