configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175434,0.169
1,tiff,1,1,0,1,175423,0.197
10,png,1,0,1,1,169389,0.202
11,png,1,0,0,1,169389,0.199
12,png,0,1,0,0,1185033,2.871
13,png,0,0,0,0,1185041,2.899
14,png,0,0,0,1,1184894,2.864
15,png,0,1,1,0,1185045,2.902
2,tiff,1,0,1,1,175501,0.17
3,tiff,1,0,0,1,175433,0.192
4,tiff,0,1,0,0,1698398,0.345
5,tiff,0,0,0,0,1698296,0.345
6,tiff,0,0,0,1,1696568,0.347
7,tiff,0,1,1,0,1698384,0.379
8,png,1,1,1,1,169390,0.17
9,png,1,1,0,1,169390,0.172
