configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255184,8.243
1,tiff,1,1,0,1,15255255,8.262
10,png,1,0,1,1,15095128,24.932
11,png,1,0,0,1,15095050,24.904
12,png,0,1,0,0,14807434,31.608
13,png,0,0,0,0,14807387,31.67
14,png,0,0,0,1,14807445,31.694
15,png,0,1,1,0,14807368,31.639
2,tiff,1,0,1,1,15255396,8.295
3,tiff,1,0,0,1,15255175,8.349
4,tiff,0,1,0,0,14377312,8.807
5,tiff,0,0,0,0,14377233,8.782
6,tiff,0,0,0,1,14377450,8.882
7,tiff,0,1,1,0,14377462,8.821
8,png,1,1,1,1,15095094,24.855
9,png,1,1,0,1,15095074,24.967
