configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,739165,1.687
1,tiff,1,1,0,1,739163,1.717
10,png,1,0,1,1,739163,1.702
11,png,1,0,0,1,739165,1.679
12,png,0,1,0,0,3168071,5.39
13,png,0,0,0,0,3168071,5.376
14,png,0,0,0,1,3168071,5.377
15,png,0,1,1,0,3168065,5.38
2,tiff,1,0,1,1,739164,1.717
3,tiff,1,0,0,1,739161,1.696
4,tiff,0,1,0,0,4807711,1.797
5,tiff,0,0,0,0,4807709,1.797
6,tiff,0,0,0,1,4807712,1.856
7,tiff,0,1,1,0,4807714,1.823
8,png,1,1,1,1,739163,1.717
9,png,1,1,0,1,739163,1.682
