configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1612755,1.298
1,tiff,1,1,0,1,1612683,1.3
10,png,1,0,1,1,1577745,3.068
11,png,1,0,0,1,1577756,3.093
12,png,0,1,0,0,2357337,5.039
13,png,0,0,0,0,2357321,5.088
14,png,0,0,0,1,2341675,4.89
15,png,0,1,1,0,2357339,5.058
2,tiff,1,0,1,1,1612677,1.331
3,tiff,1,0,0,1,1612749,1.303
4,tiff,0,1,0,0,2762568,1.406
5,tiff,0,0,0,0,2762018,1.402
6,tiff,0,0,0,1,2744992,1.403
7,tiff,0,1,1,0,2761994,1.388
8,png,1,1,1,1,1577774,3.104
9,png,1,1,0,1,1577754,3.073
