configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,26327.706224922862
1,1,1,0,1,0,1,27312.55394229404
10,1,0,1,1,1,0,28027.220036099057
11,1,0,1,1,1,1,26894.010703816253
12,0,0,1,1,1,1,32008.194097689007
13,1,0,1,0,1,1,27458.873472256928
14,0,1,1,1,0,0,26727.53417115244
15,0,0,1,0,0,1,27663.512104169717
16,1,1,1,1,0,1,27346.911986698462
17,0,1,0,1,0,1,27722.94794739293
18,0,1,0,0,1,0,27600.36874092638
19,0,1,0,0,0,1,26292.057432370253
2,1,0,1,1,0,0,27355.58984122816
20,1,0,0,0,0,1,27766.208524226022
21,0,0,0,0,0,1,27558.458379838237
22,1,1,0,1,0,0,27765.900142716728
23,0,1,1,0,1,0,26651.102422851724
24,1,1,1,1,1,0,27616.07034365438
25,0,1,1,0,0,1,27888.868437052035
26,1,1,1,0,0,0,27530.310872270373
27,0,0,1,0,1,0,26985.163557076317
28,1,0,0,0,1,0,27191.720664891956
29,1,1,0,0,1,1,27308.899150966332
3,1,0,1,0,0,0,27385.180783270942
4,1,1,1,1,1,1,27704.51472772003
5,1,0,0,1,1,1,27644.39357876026
6,1,0,0,1,0,1,27398.01090440834
7,0,0,0,1,1,1,27027.100073243444
8,0,0,1,1,0,1,27493.827635695787
9,0,1,1,1,1,1,27307.10940593384
