configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,55.58842398864649
1,1,1,0,1,0,1,111.38864341541606
10,1,0,1,1,1,0,76.38027929930745
11,1,0,1,1,1,1,78.78932001312505
12,0,0,1,1,1,1,61.38152651756883
13,1,0,1,0,1,1,57.38633680672881
14,0,1,1,1,0,0,63.775145014773614
15,0,0,1,0,0,1,51.72952570129016
16,1,1,1,1,0,1,53.383984591086744
17,0,1,0,1,0,1,59.382921875472476
18,0,1,0,0,1,0,72.98058519386264
19,0,1,0,0,0,1,67.18900437161878
2,1,0,1,1,0,0,54.991714629322004
20,1,0,0,0,0,1,68.78423616632388
21,0,0,0,0,0,1,63.1751926812139
22,1,1,0,1,0,0,54.79063268660836
23,0,1,1,0,1,0,87.37407385803522
24,1,1,1,1,1,0,73.98522134845635
25,0,1,1,0,0,1,80.78636626662701
26,1,1,1,0,0,0,50.38133267838721
27,0,0,1,0,1,0,47.96400857538917
28,1,0,0,0,1,0,50.38169220999768
29,1,1,0,0,1,1,55.98490836099578
3,1,0,1,0,0,0,63.58136850997632
4,1,1,1,1,1,1,52.17819260444035
5,1,0,0,1,1,1,54.58979468899595
6,1,0,0,1,0,1,53.58330369976701
7,0,0,0,1,1,1,50.19119031177939
8,0,0,1,1,0,1,62.98308992211917
9,0,1,1,1,1,1,62.7797538056286
