configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,0.015328149474566278
1,1,1,0,1,0,1,0.015751457707522967
10,1,0,1,1,1,0,0.01571178931213306
11,1,0,1,1,1,1,0.01551655800094676
12,0,0,1,1,1,1,0.01570884544953674
13,1,0,1,0,1,1,0.015704404643163063
14,0,1,1,1,0,0,0.01571040111388877
15,0,0,1,0,0,1,0.01569190995735093
16,1,1,1,1,0,1,0.015707444952458755
17,0,1,0,1,0,1,0.015650363887851206
18,0,1,0,0,1,0,0.015725757617759562
19,0,1,0,0,0,1,0.0157745007878649
2,1,0,1,1,0,0,0.01569075129471552
20,1,0,0,0,0,1,0.015614015179361312
21,0,0,0,0,0,1,0.01576335208578965
22,1,1,0,1,0,0,0.015693172723266143
23,0,1,1,0,1,0,0.015602995344583778
24,1,1,1,1,1,0,0.01570212411801942
25,0,1,1,0,0,1,0.015600042282997138
26,1,1,1,0,0,0,0.015776888619047354
27,0,0,1,0,1,0,0.015708538754148973
28,1,0,0,0,1,0,0.01571626776846258
29,1,1,0,0,1,1,0.015600160421011929
3,1,0,1,0,0,0,0.01570420017593425
4,1,1,1,1,1,1,0.01566548136988415
5,1,0,0,1,1,1,0.015720260446478916
6,1,0,0,1,0,1,0.01572574045353051
7,0,0,0,1,1,1,0.015717252914404282
8,0,0,1,1,0,1,0.015613268739631337
9,0,1,1,1,1,1,0.015649511114804827
