configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2131652,2.539
1,50%,xz,-3,1,2131652,2.533
10,100%,xz,-9,1,1738884,11.554
11,50%,lzma,-6,16,1778958,11.309
12,75%,xz,-3,32,2131652,2.513
13,50%,lzma,-3,16,2131278,2.532
14,50%,lzma,-6,32,1778958,11.302
15,50%,xz,-6,32,1779272,11.366
16,75%,lzma,-3,16,2131278,2.52
17,75%,lzma,-6,32,1778958,11.32
18,100%,lzma,-6,1,1778958,11.323
19,75%,lzma,-3,1,2131278,2.533
2,75%,xz,-9,16,1738884,11.605
20,75%,lzma,-6,1,1778958,11.32
21,75%,lzma,-6,16,1778958,11.293
22,100%,xz,-9,32,1738884,11.548
23,100%,xz,-9,16,1738884,11.56
24,50%,lzma,-9,32,1738572,11.604
25,50%,lzma,-3,32,2131278,2.533
26,100%,xz,-3,1,2131652,2.496
27,100%,lzma,-9,16,1738572,11.489
28,100%,lzma,-3,1,2131278,2.505
29,50%,lzma,-6,1,1778958,11.314
3,100%,xz,-6,32,1779272,11.332
4,50%,lzma,-3,1,2131278,2.499
5,75%,xz,-3,1,2131652,2.53
6,100%,lzma,-6,16,1778958,11.289
7,75%,xz,-6,32,1779272,11.361
8,50%,xz,-3,32,2131652,2.531
9,75%,xz,-9,32,1738884,11.552
