configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,3272440,2.26
1,50%,xz,-3,1,3272440,2.234
10,100%,xz,-9,1,2849908,5.621
11,50%,lzma,-6,16,2849620,5.665
12,75%,xz,-3,32,3272440,2.272
13,50%,lzma,-3,16,3271884,2.273
14,50%,lzma,-6,32,2849620,5.563
15,50%,xz,-6,32,2850104,5.532
16,75%,lzma,-3,16,3271884,2.22
17,75%,lzma,-6,32,2849620,5.555
18,100%,lzma,-6,1,2849620,5.572
19,75%,lzma,-3,1,3271884,2.25
2,75%,xz,-9,16,2849908,5.722
20,75%,lzma,-6,1,2849620,5.581
21,75%,lzma,-6,16,2849620,5.606
22,100%,xz,-9,32,2849908,5.651
23,100%,xz,-9,16,2849908,5.639
24,50%,lzma,-9,32,2849422,5.666
25,50%,lzma,-3,32,3271884,2.273
26,100%,xz,-3,1,3272440,2.265
27,100%,lzma,-9,16,2849422,5.654
28,100%,lzma,-3,1,3271884,2.291
29,50%,lzma,-6,1,2849620,5.604
3,100%,xz,-6,32,2850104,5.561
4,50%,lzma,-3,1,3271884,2.259
5,75%,xz,-3,1,3272440,2.253
6,100%,lzma,-6,16,2849620,5.555
7,75%,xz,-6,32,2850104,5.64
8,50%,xz,-3,32,3272440,2.258
9,75%,xz,-9,32,2849908,5.631
