configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618064,1.815
1,50%,xz,-3,1,2618064,1.826
10,100%,xz,-9,1,2426816,3.0
11,50%,lzma,-6,16,2426397,2.973
12,75%,xz,-3,32,2618064,1.821
13,50%,lzma,-3,16,2617615,1.788
14,50%,lzma,-6,32,2426397,2.944
15,50%,xz,-6,32,2426816,2.97
16,75%,lzma,-3,16,2617615,1.784
17,75%,lzma,-6,32,2426397,2.977
18,100%,lzma,-6,1,2426397,2.958
19,75%,lzma,-3,1,2617615,1.839
2,75%,xz,-9,16,2426816,2.973
20,75%,lzma,-6,1,2426397,2.992
21,75%,lzma,-6,16,2426397,2.93
22,100%,xz,-9,32,2426816,3.002
23,100%,xz,-9,16,2426816,2.982
24,50%,lzma,-9,32,2426397,2.988
25,50%,lzma,-3,32,2617615,1.841
26,100%,xz,-3,1,2618064,1.816
27,100%,lzma,-9,16,2426397,2.966
28,100%,lzma,-3,1,2617615,1.776
29,50%,lzma,-6,1,2426397,2.982
3,100%,xz,-6,32,2426816,2.953
4,50%,lzma,-3,1,2617615,1.81
5,75%,xz,-3,1,2618064,1.795
6,100%,lzma,-6,16,2426397,2.94
7,75%,xz,-6,32,2426816,2.94
8,50%,xz,-3,32,2618064,1.79
9,75%,xz,-9,32,2426816,2.964
