configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,1677976,1.695
1,50%,xz,-3,1,1677976,1.708
10,100%,xz,-9,1,1317152,4.923
11,50%,lzma,-6,16,1316901,4.824
12,75%,xz,-3,32,1677976,1.713
13,50%,lzma,-3,16,1677670,1.678
14,50%,lzma,-6,32,1316901,4.848
15,50%,xz,-6,32,1317152,4.844
16,75%,lzma,-3,16,1677670,1.696
17,75%,lzma,-6,32,1316901,4.834
18,100%,lzma,-6,1,1316901,4.872
19,75%,lzma,-3,1,1677670,1.682
2,75%,xz,-9,16,1317152,4.896
20,75%,lzma,-6,1,1316901,4.871
21,75%,lzma,-6,16,1316901,4.862
22,100%,xz,-9,32,1317152,4.871
23,100%,xz,-9,16,1317152,4.918
24,50%,lzma,-9,32,1316901,4.928
25,50%,lzma,-3,32,1677670,1.753
26,100%,xz,-3,1,1677976,1.695
27,100%,lzma,-9,16,1316901,4.923
28,100%,lzma,-3,1,1677670,1.691
29,50%,lzma,-6,1,1316901,4.817
3,100%,xz,-6,32,1317152,4.869
4,50%,lzma,-3,1,1677670,1.747
5,75%,xz,-3,1,1677976,1.705
6,100%,lzma,-6,16,1316901,4.828
7,75%,xz,-6,32,1317152,4.862
8,50%,xz,-3,32,1677976,1.698
9,75%,xz,-9,32,1317152,4.96
