configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,31995.9045242209
1,1,1,0,1,0,1,27569.39906980848
10,1,0,1,1,1,0,26721.891909947222
11,1,0,1,1,1,1,28444.242174277868
12,0,0,1,1,1,1,27687.025859682148
13,1,0,1,0,1,1,27922.353519333443
14,0,1,1,1,0,0,27873.78749024417
15,0,0,1,0,0,1,27641.94831508504
16,1,1,1,1,0,1,28340.895628983668
17,0,1,0,1,0,1,28094.93841589499
18,0,1,0,0,1,0,27819.12008123183
19,0,1,0,0,0,1,28191.011014228003
2,1,0,1,1,0,0,27801.40897540688
20,1,0,0,0,0,1,28144.67488678804
21,0,0,0,0,0,1,27997.793773850626
22,1,1,0,1,0,0,27949.277650919117
23,0,1,1,0,1,0,28058.991223147543
24,1,1,1,1,1,0,28056.39335063477
25,0,1,1,0,0,1,27701.675120294527
26,1,1,1,0,0,0,27564.23155057072
27,0,0,1,0,1,0,27682.88699291872
28,1,0,0,0,1,0,26746.692771438808
29,1,1,0,0,1,1,27340.855714102134
3,1,0,1,0,0,0,27540.62241806665
4,1,1,1,1,1,1,28445.132184529262
5,1,0,0,1,1,1,27391.406767868782
6,1,0,0,1,0,1,27317.403644687998
7,0,0,0,1,1,1,27682.580459420104
8,0,0,1,1,0,1,27599.226117699658
9,0,1,1,1,1,1,28084.759805091766
