configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1612677,1.325
1,tiff,1,1,0,1,1612690,1.312
10,png,1,0,1,1,1577770,3.119
11,png,1,0,0,1,1577744,3.092
12,png,0,1,0,0,2357328,5.082
13,png,0,0,0,0,2357331,5.046
14,png,0,0,0,1,2341683,4.898
15,png,0,1,1,0,2357317,5.044
2,tiff,1,0,1,1,1612647,1.301
3,tiff,1,0,0,1,1612754,1.307
4,tiff,0,1,0,0,2761897,1.396
5,tiff,0,0,0,0,2762561,1.391
6,tiff,0,0,0,1,2744967,1.472
7,tiff,0,1,1,0,2762575,1.414
8,png,1,1,1,1,1577748,3.102
9,png,1,1,0,1,1577730,3.091
