configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1205581,1.136
1,tiff,1,1,0,1,1205600,1.162
10,png,1,0,1,1,1349700,2.492
11,png,1,0,0,1,1349683,2.532
12,png,0,1,0,0,3177712,5.032
13,png,0,0,0,0,3177566,5.014
14,png,0,0,0,1,3177560,4.95
15,png,0,1,1,0,3177551,4.971
2,tiff,1,0,1,1,1205821,1.138
3,tiff,1,0,0,1,1205816,1.161
4,tiff,0,1,0,0,3875961,1.3
5,tiff,0,0,0,0,3875898,1.317
6,tiff,0,0,0,1,3876518,1.297
7,tiff,0,1,1,0,3876608,1.344
8,png,1,1,1,1,1350023,2.512
9,png,1,1,0,1,1349676,2.526
