configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,175432,0.172
1,tiff,1,1,0,1,175432,0.172
10,png,1,0,1,1,169454,0.2
11,png,1,0,0,1,169395,0.199
12,png,0,1,0,0,1185058,2.891
13,png,0,0,0,0,1185039,2.906
14,png,0,0,0,1,1184923,2.865
15,png,0,1,1,0,1185026,2.911
2,tiff,1,0,1,1,175434,0.199
3,tiff,1,0,0,1,175434,0.198
4,tiff,0,1,0,0,1698388,0.346
5,tiff,0,0,0,0,1698465,0.341
6,tiff,0,0,0,1,1696979,0.377
7,tiff,0,1,1,0,1698404,0.345
8,png,1,1,1,1,169391,0.192
9,png,1,1,0,1,169391,0.173
