configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,15255300,8.23
1,tiff,1,1,0,1,15255234,8.282
10,png,1,0,1,1,15095094,24.906
11,png,1,0,0,1,15095108,24.865
12,png,0,1,0,0,14807420,31.57
13,png,0,0,0,0,14807415,31.663
14,png,0,0,0,1,14807432,31.458
15,png,0,1,1,0,14807386,31.613
2,tiff,1,0,1,1,15255429,8.303
3,tiff,1,0,0,1,15255351,8.226
4,tiff,0,1,0,0,14377464,8.738
5,tiff,0,0,0,0,14377439,8.896
6,tiff,0,0,0,1,14377452,8.964
7,tiff,0,1,1,0,14377566,8.908
8,png,1,1,1,1,15095084,24.915
9,png,1,1,0,1,15095121,24.885
