configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,3273917,5.464
1,tiff,1,1,0,1,3273970,5.427
10,png,1,0,1,1,3254980,8.832
11,png,1,0,0,1,3254943,8.793
12,png,0,1,0,0,8502324,26.06
13,png,0,0,0,0,8502378,26.042
14,png,0,0,0,1,8502344,26.126
15,png,0,1,1,0,8502365,26.016
2,tiff,1,0,1,1,3273953,5.461
3,tiff,1,0,0,1,3274028,5.478
4,tiff,0,1,0,0,10068937,6.147
5,tiff,0,0,0,0,10068888,6.086
6,tiff,0,0,0,1,10068958,6.099
7,tiff,0,1,1,0,10068868,6.187
8,png,1,1,1,1,3254931,8.841
9,png,1,1,0,1,3254929,8.77
