configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,1536659,1.869
1,tiff,1,1,0,1,1536651,1.879
10,png,1,0,1,1,1615783,3.664
11,png,1,0,0,1,1615773,3.622
12,png,0,1,0,0,1843168,3.638
13,png,0,0,0,0,1843155,3.651
14,png,0,0,0,1,1843149,3.684
15,png,0,1,1,0,1843143,3.72
2,tiff,1,0,1,1,1536665,1.832
3,tiff,1,0,0,1,1536662,1.9
4,tiff,0,1,0,0,1795171,1.896
5,tiff,0,0,0,0,1795103,1.865
6,tiff,0,0,0,1,1795146,1.844
7,tiff,0,1,1,0,1795105,1.87
8,png,1,1,1,1,1615767,3.515
9,png,1,1,0,1,1615760,3.526
