configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,739164,1.723
1,tiff,1,1,0,1,739164,1.696
10,png,1,0,1,1,739162,1.723
11,png,1,0,0,1,739164,1.717
12,png,0,1,0,0,3168070,5.38
13,png,0,0,0,0,3168073,5.377
14,png,0,0,0,1,3168071,5.391
15,png,0,1,1,0,3168073,5.37
2,tiff,1,0,1,1,739163,1.737
3,tiff,1,0,0,1,739164,1.712
4,tiff,0,1,0,0,4807718,1.819
5,tiff,0,0,0,0,4807689,1.797
6,tiff,0,0,0,1,4807711,1.8
7,tiff,0,1,1,0,4807625,1.802
8,png,1,1,1,1,739163,1.709
9,png,1,1,0,1,739165,1.705
