configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,112,3.133
1,tiff,1,1,0,1,112,3.169
10,png,1,0,1,1,112,3.133
11,png,1,0,0,1,112,3.164
12,png,0,1,0,0,112,3.164
13,png,0,0,0,0,112,3.167
14,png,0,0,0,1,112,3.137
15,png,0,1,1,0,112,3.13
2,tiff,1,0,1,1,112,3.177
3,tiff,1,0,0,1,112,3.156
4,tiff,0,1,0,0,112,3.142
5,tiff,0,0,0,0,112,3.16
6,tiff,0,0,0,1,112,3.191
7,tiff,0,1,1,0,112,3.153
8,png,1,1,1,1,112,3.175
9,png,1,1,0,1,112,3.158
