configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4914804,3.481
1,50%,xz,-3,1,4914796,3.436
10,100%,xz,-9,1,4489868,4.281
11,50%,lzma,-6,16,4489170,4.234
12,75%,xz,-3,32,4914804,3.489
13,50%,lzma,-3,16,4913990,3.454
14,50%,lzma,-6,32,4489170,4.245
15,50%,xz,-6,32,4489920,4.253
16,75%,lzma,-3,16,4913990,3.458
17,75%,lzma,-6,32,4489170,4.238
18,100%,lzma,-6,1,4489170,4.225
19,75%,lzma,-3,1,4913990,3.473
2,75%,xz,-9,16,4489876,4.288
20,75%,lzma,-6,1,4489170,4.202
21,75%,lzma,-6,16,4489170,4.22
22,100%,xz,-9,32,4489876,4.257
23,100%,xz,-9,16,4489876,4.274
24,50%,lzma,-9,32,4489124,4.227
25,50%,lzma,-3,32,4913990,3.439
26,100%,xz,-3,1,4914796,3.424
27,100%,lzma,-9,16,4489124,4.273
28,100%,lzma,-3,1,4913990,3.464
29,50%,lzma,-6,1,4489170,4.226
3,100%,xz,-6,32,4489920,4.228
4,50%,lzma,-3,1,4913990,3.4
5,75%,xz,-3,1,4914796,3.465
6,100%,lzma,-6,16,4489170,4.27
7,75%,xz,-6,32,4489920,4.278
8,50%,xz,-3,32,4914804,3.536
9,75%,xz,-9,32,4489876,4.261
