configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515656,0.455
1,50%,xz,-3,1,515648,0.462
10,100%,xz,-9,1,453260,1.506
11,50%,lzma,-6,16,453144,1.411
12,75%,xz,-3,32,515656,0.481
13,50%,lzma,-3,16,515524,0.433
14,50%,lzma,-6,32,453144,1.398
15,50%,xz,-6,32,453268,1.449
16,75%,lzma,-3,16,515524,0.465
17,75%,lzma,-6,32,453144,1.387
18,100%,lzma,-6,1,453144,1.415
19,75%,lzma,-3,1,515524,0.447
2,75%,xz,-9,16,453268,1.514
20,75%,lzma,-6,1,453144,1.41
21,75%,lzma,-6,16,453144,1.426
22,100%,xz,-9,32,453268,1.494
23,100%,xz,-9,16,453268,1.479
24,50%,lzma,-9,32,453144,1.496
25,50%,lzma,-3,32,515524,0.426
26,100%,xz,-3,1,515648,0.47
27,100%,lzma,-9,16,453144,1.448
28,100%,lzma,-3,1,515524,0.427
29,50%,lzma,-6,1,453144,1.417
3,100%,xz,-6,32,453268,1.415
4,50%,lzma,-3,1,515524,0.426
5,75%,xz,-3,1,515648,0.472
6,100%,lzma,-6,16,453144,1.394
7,75%,xz,-6,32,453268,1.452
8,50%,xz,-3,32,515656,0.458
9,75%,xz,-9,32,453268,1.51
