configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,4248448,2.037
1,50%,xz,-3,1,4244480,3.074
10,100%,xz,-9,1,3763616,8.37
11,50%,lzma,-6,16,3786768,7.97
12,75%,xz,-3,32,4248448,2.033
13,50%,lzma,-3,16,4243773,3.006
14,50%,lzma,-6,32,3786768,7.958
15,50%,xz,-6,32,3787408,8.054
16,75%,lzma,-3,16,4243773,3.015
17,75%,lzma,-6,32,3786768,8.046
18,100%,lzma,-6,1,3786768,8.052
19,75%,lzma,-3,1,4243773,2.98
2,75%,xz,-9,16,3763624,8.416
20,75%,lzma,-6,1,3786768,7.99
21,75%,lzma,-6,16,3786768,7.991
22,100%,xz,-9,32,3763624,8.359
23,100%,xz,-9,16,3763624,8.405
24,50%,lzma,-9,32,3762987,8.303
25,50%,lzma,-3,32,4243773,3.02
26,100%,xz,-3,1,4244480,3.039
27,100%,lzma,-9,16,3762987,8.342
28,100%,lzma,-3,1,4243773,3.02
29,50%,lzma,-6,1,3786768,7.922
3,100%,xz,-6,32,3787408,8.03
4,50%,lzma,-3,1,4243773,2.974
5,75%,xz,-3,1,4244480,3.043
6,100%,lzma,-6,16,3786768,7.987
7,75%,xz,-6,32,3787408,8.062
8,50%,xz,-3,32,4248448,2.02
9,75%,xz,-9,32,3763624,8.387
