configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,2618072,1.804
1,50%,xz,-3,1,2618064,1.81
10,100%,xz,-9,1,2426816,2.966
11,50%,lzma,-6,16,2426397,2.932
12,75%,xz,-3,32,2618072,1.838
13,50%,lzma,-3,16,2617615,1.837
14,50%,lzma,-6,32,2426397,2.875
15,50%,xz,-6,32,2426824,2.954
16,75%,lzma,-3,16,2617615,1.803
17,75%,lzma,-6,32,2426397,2.921
18,100%,lzma,-6,1,2426397,2.919
19,75%,lzma,-3,1,2617615,1.774
2,75%,xz,-9,16,2426824,2.949
20,75%,lzma,-6,1,2426397,2.907
21,75%,lzma,-6,16,2426397,2.911
22,100%,xz,-9,32,2426824,2.971
23,100%,xz,-9,16,2426824,2.947
24,50%,lzma,-9,32,2426397,2.903
25,50%,lzma,-3,32,2617615,1.771
26,100%,xz,-3,1,2618064,1.826
27,100%,lzma,-9,16,2426397,2.912
28,100%,lzma,-3,1,2617615,1.852
29,50%,lzma,-6,1,2426397,2.904
3,100%,xz,-6,32,2426824,2.926
4,50%,lzma,-3,1,2617615,1.78
5,75%,xz,-3,1,2618064,1.829
6,100%,lzma,-6,16,2426397,2.912
7,75%,xz,-6,32,2426824,2.955
8,50%,xz,-3,32,2618072,1.821
9,75%,xz,-9,32,2426824,2.976
