configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0,128205.95003814127
1,1,1,0,1,0,1,129399.92080724846
10,1,0,1,1,1,0,129062.56695120661
11,1,0,1,1,1,1,130335.44433308006
12,0,0,1,1,1,1,128950.22908008195
13,1,0,1,0,1,1,129514.55355038244
14,0,1,1,1,0,0,130003.0030693709
15,0,0,1,0,0,1,131042.53509646695
16,1,1,1,1,0,1,126139.51282397358
17,0,1,0,1,0,1,129474.3084129816
18,0,1,0,0,1,0,129800.34111529644
19,0,1,0,0,0,1,128011.30595854225
2,1,0,1,1,0,0,129648.5487141457
20,1,0,0,0,0,1,129809.43974245807
21,0,0,0,0,0,1,130506.56121736519
22,1,1,0,1,0,0,129760.92846539535
23,0,1,1,0,1,0,130658.83410509152
24,1,1,1,1,1,0,128324.23942223295
25,0,1,1,0,0,1,130872.75111536303
26,1,1,1,0,0,0,129729.28093654162
27,0,0,1,0,1,0,131795.5429383289
28,1,0,0,0,1,0,129370.12274637244
29,1,1,0,0,1,1,126343.02637031644
3,1,0,1,0,0,0,128183.92855540557
4,1,1,1,1,1,1,129641.48942514369
5,1,0,0,1,1,1,128145.81969114295
6,1,0,0,1,0,1,126004.41267453185
7,0,0,0,1,1,1,132067.24864300902
8,0,0,1,1,0,1,130633.06087631274
9,0,1,1,1,1,1,130178.50076024244
